epoch,lr_g,lr_d,train_G,train_D,train_L1,train_VGG,train_FFT,val_PSNR,val_SSIM,val_L1
43,5e-05,5e-05,1.7186901228768485,0.3408254126504976,0.38067365544182913,0.1864589738602541,0.0656012800731221,26.41670493446957,0.9454051852226257,0.04237460559638946
44,5e-05,5e-05,1.7756913365149984,0.3354383585404377,0.3922767049195815,0.18841256262088307,0.06537977499621254,26.73978832544256,0.946027398109436,0.04056701226078946
45,5e-05,5e-05,1.7013999004753269,0.34801729418793503,0.3788586848852586,0.18173726237550072,0.06450320932329917,25.740661797685174,0.9417637586593628,0.04621886243314847
46,5e-05,5e-05,1.6517076249025306,0.36142233257391015,0.37247432798755414,0.1802669188805989,0.06325838494361663,26.53297009166431,0.9451437592506409,0.0423576267760085
47,5e-05,5e-05,1.6598686831338065,0.35700714192828353,0.3564998890672411,0.18123416237685144,0.06266708162670233,26.479400657090398,0.944439172744751,0.04149124518279796
48,5e-05,5e-05,1.6822907754353114,0.3356551673947548,0.35255931044111444,0.17984367025141812,0.06303609352634877,26.476891267438756,0.9468730688095093,0.04173404020864679
49,5e-05,5e-05,1.724179477107768,0.347725512421861,0.3605357590986758,0.183191466392303,0.06257438469602138,26.69141471228547,0.9443212747573853,0.039681992372092995
50,5e-05,5e-05,1.6829927283890393,0.3637349623806623,0.36019097420634055,0.18341523135194973,0.0644415624591769,26.11759327595089,0.9449774622917175,0.04453730445517146
51,5e-05,5e-05,1.6571314261884105,0.34967356859421245,0.35031662242753164,0.18142888406101537,0.0619074356343065,27.020189419738724,0.9493342041969299,0.03839561960700413
52,5e-05,5e-05,1.7179004489159098,0.3360204879118472,0.35695933809085767,0.1834388080300117,0.06221250497869083,26.192781471717314,0.9414602518081665,0.041844629095462355
53,5e-05,5e-05,1.6778754896047163,0.3542031943798065,0.3533519698040826,0.17733904536889525,0.06243705361777423,26.635602292371665,0.9482737183570862,0.0416623233291118
54,5e-05,5e-05,1.6675771937078359,0.3627384919293073,0.3479299405399634,0.17983309863781444,0.062058648056521705,26.87311145856571,0.943876326084137,0.038826928939670324
55,5e-05,5e-05,1.708866007474004,0.3344181675691994,0.3442460091746583,0.1824668530298739,0.06212637710328005,26.72390717848504,0.9473052024841309,0.040513903570725866
56,5e-05,5e-05,1.6556065715089137,0.359813816389259,0.32983910368413344,0.1738131715326893,0.06160434814436095,26.35654802358172,0.9439533948898315,0.04125791571467467
57,5e-05,5e-05,1.7091256599037015,0.3382792834724699,0.3643427466859623,0.17996290782276464,0.06167116069367954,26.582917705053745,0.944364607334137,0.04131416506741358
58,5e-05,5e-05,1.690830636997612,0.3410074713887001,0.3463042369302438,0.17410576434767977,0.06082136548903524,26.124913329184142,0.9411623477935791,0.0432134390120273
59,5e-05,5e-05,1.6665902162084774,0.3443918982330634,0.3253986303295408,0.17044087271301114,0.05997846754533904,25.769620399249497,0.9442963600158691,0.04632274265927465
60,5e-05,5e-05,1.6822227580206734,0.34844427418952084,0.34772324683714884,0.17437608631289736,0.06162651415382113,26.23308774692306,0.9468896985054016,0.04334646082766678
61,2.5e-05,2.5e-05,1.6519331445499343,0.32878848606226396,0.3400102920678197,0.17384236260336272,0.06045273182039358,26.748561921324153,0.9481919407844543,0.040585398754995804
62,2.5e-05,2.5e-05,1.6859625602255062,0.3199691179455543,0.31874957315775815,0.1751797941266274,0.060380689799785614,26.559437487624667,0.9455647468566895,0.041625511751550694
63,2.5e-05,2.5e-05,1.6893267728844468,0.30538058676281754,0.3185793596262835,0.17632419783241896,0.05974488789025618,26.78105693056725,0.9473413228988647,0.04005996293752738
64,2.5e-05,2.5e-05,1.7010019531055374,0.31132132696862125,0.3264244323482319,0.18218209503256544,0.06067929835039742,26.730782186242408,0.9461896419525146,0.040471156522550664
65,2.5e-05,2.5e-05,1.716877523733645,0.3037172528553982,0.33364572573681267,0.18247551364558084,0.06303154509894703,26.935574069693622,0.9481906294822693,0.03930518198150979
66,2.5e-05,2.5e-05,1.754184029540237,0.2861014352161057,0.3233948593236962,0.1793807352683982,0.060549016509737284,26.78159051009561,0.9472019076347351,0.040020351176676544
67,2.5e-05,2.5e-05,1.7507886108087034,0.2882668388133146,0.31554985198439384,0.18284741956360487,0.06062264018216912,26.43549891639822,0.9447112679481506,0.041281819485289896
68,2.5e-05,2.5e-05,1.786019848317516,0.2877460809386506,0.3413334193886543,0.18866488915316912,0.06254386635763305,26.676570832085016,0.9459433555603027,0.04097834085721685
69,2.5e-05,2.5e-05,1.771024008186496,0.28909649441436847,0.33549725401158237,0.18589585958694926,0.06248258419182836,26.606769954407508,0.9453827142715454,0.04024566635084541
70,2.5e-05,2.5e-05,1.7532696553639002,0.29733792738038667,0.3219869185467156,0.1855471480865868,0.061908372582829725,26.790636037116123,0.9464719891548157,0.03910344745963812
71,2.5e-05,2.5e-05,1.7697981328380352,0.285083751289212,0.3188177265074788,0.1835222520998546,0.061338293461167086,26.359056222652065,0.9446155428886414,0.04222228436771294
72,2.5e-05,2.5e-05,1.7568570448427785,0.29554359675670155,0.3020649351635758,0.18523633692945754,0.06105219899695747,26.83642853557223,0.9469015598297119,0.039158350403380136
73,2.5e-05,2.5e-05,1.7809155619874293,0.2911064603499004,0.32233659071581705,0.18732769422385157,0.062230804897084525,26.70808493937917,0.9473130702972412,0.040074576259307236
74,2.5e-05,2.5e-05,1.7487537082360716,0.28805649463011296,0.30694746940719836,0.18555182340193768,0.06142063203210733,26.42981101645958,0.9446782469749451,0.04132456514660431
75,2.5e-05,2.5e-05,1.7541233471461706,0.2860432629074369,0.30903835898759413,0.183534137448486,0.06146218414817538,26.71955241671964,0.9477356672286987,0.04039345888177986
76,2.5e-05,2.5e-05,1.7557088136672974,0.2838254327676734,0.3023181086292072,0.18477635632972328,0.06069201915239801,26.624133724666557,0.9463375210762024,0.04066974821540972
77,2.5e-05,2.5e-05,1.8179066984020933,0.27278661150105143,0.3166137292068832,0.1882459758495798,0.06120541045556263,26.01540155364608,0.9436814785003662,0.045413919603047165
78,2.5e-05,2.5e-05,1.795973546650945,0.2807296849026972,0.3169676670614554,0.1940758857800036,0.06285941821275925,26.48830360311098,0.9444324374198914,0.04144151348863607
79,2.5e-05,2.5e-05,1.8170615556288738,0.2778381188305057,0.32632009928323785,0.1911886419568743,0.06229912611294766,26.599431674549272,0.9447891116142273,0.03988417404015427
80,2.5e-05,2.5e-05,1.7998179197311401,0.28672999751811123,0.3099548138526021,0.18958926383329897,0.062331466498423596,26.65811742918907,0.9456436038017273,0.03992122595967806
81,2.5e-05,2.5e-05,1.7665196073298552,0.29835704212286035,0.30517933684952403,0.1876374838911757,0.06110037087785954,26.96215699205541,0.9473836421966553,0.038622716138058386
82,2.5e-05,2.5e-05,1.7754618489012426,0.2738809147659613,0.29480138998858785,0.18255572902912998,0.05976309505652408,26.83914657870688,0.9465547800064087,0.03904477722497414
83,2.5e-05,2.5e-05,1.8070413969000991,0.2657454792334109,0.3085367238643218,0.18443260995709165,0.06013591838430385,26.51184887547361,0.9440776109695435,0.041018254083135856
84,2.5e-05,2.5e-05,1.762193273524849,0.28139365358012064,0.30072490749310476,0.18640906865499457,0.060516723260587574,26.573091475817694,0.9447598457336426,0.04019867896061877
85,2.5e-05,2.5e-05,1.7871735923144283,0.27140787304664143,0.3098494833221241,0.18436733663690333,0.05952129307754186,26.334917782621382,0.9431798458099365,0.041703631453540016
86,2.5e-05,2.5e-05,1.7731138565102402,0.280196877158418,0.2966527516136364,0.18124816733963636,0.05922373262595157,26.702682491939907,0.9457794427871704,0.03985203168881328
87,2.5e-05,2.5e-05,1.761209911229659,0.28892514778643236,0.2967436791074519,0.18506648224227282,0.06032413776431765,26.859482536577868,0.9458935856819153,0.03912353398197371
88,2.5e-05,2.5e-05,1.7777164128361915,0.281743660569191,0.30112309358557876,0.18497057745651324,0.061073211686951775,26.652425765480338,0.9451281428337097,0.03991210389801342
89,2.5e-05,2.5e-05,1.803525939279673,0.2721625539113064,0.30254331778506843,0.18453611433506012,0.06001352184281057,26.510317522082385,0.9447717070579529,0.04097775062141211
90,2.5e-05,2.5e-05,1.7301704397006912,0.2888751394894658,0.28600897107805523,0.1805190106435698,0.05931824795445617,26.86235001990158,0.947116494178772,0.03928897733314206
91,1.25e-05,1.25e-05,1.761926811568591,0.2614431940779394,0.2873897172358571,0.18173060307697375,0.05897436458237317,26.937668649523147,0.9475316405296326,0.03932741858348574
92,1.25e-05,1.25e-05,1.7334586430569083,0.26575109088907434,0.2855667243806683,0.18183518429191745,0.06036210721548723,26.945111008726393,0.9480801224708557,0.03904962940546482
93,1.25e-05,1.25e-05,1.8033033779689245,0.24590229167013752,0.29687088788772115,0.1863933841184694,0.06037803792527744,26.749923098092736,0.9457244277000427,0.03989276368899838
94,1.25e-05,1.25e-05,1.7675997991951145,0.2528539099255387,0.2860873371970897,0.18544190027275864,0.06064434410357962,26.483436607886816,0.9445663094520569,0.04133801431516591
95,1.25e-05,1.25e-05,1.7771678068199936,0.25120420206566246,0.2798315648521696,0.18608839262504967,0.06008594657997696,26.79622711758745,0.9467493891716003,0.03983282146003583
96,1.25e-05,1.25e-05,1.8132774245982268,0.23660578152963094,0.2842155956492132,0.19281876300062453,0.06151242554187775,26.622696441619368,0.9443849325180054,0.04067790342251892
97,1.25e-05,1.25e-05,1.784494168904363,0.23905839634184933,0.2785410357981312,0.18915380902436316,0.060649984725275816,26.79681094620301,0.9462100267410278,0.039985530969241394
98,1.25e-05,1.25e-05,1.8448521263745365,0.23449592216282475,0.2839638612100056,0.19056216125585596,0.06143727488055521,26.480682401468876,0.9444639086723328,0.041328161286757044
99,1.25e-05,1.25e-05,1.818624168026204,0.23856429846919314,0.27827647997408494,0.19038782952999583,0.06148829105861333,26.686069360769896,0.9446075558662415,0.04004731191241223
100,1.25e-05,1.25e-05,1.8361712986109209,0.23558448346293703,0.2863100499522929,0.1909640045190344,0.06143139219101595,26.42043092208069,0.9430383443832397,0.04142950791055742
1,0.0001,0.0001,4.79823637008667,0.3215866715324168,1.374705539674175,1.8159714401984701,0.2848014405795506,16.950912890423854,0.5450829863548279,0.11600960402385048
2,0.0001,0.0001,3.129396920301476,0.461991977326724,0.8262399848626585,1.2776858648475335,0.18736433283406861,21.422995761105437,0.7507030367851257,0.06615165333547023
3,0.0001,0.0001,2.6070200277834523,0.472915345308732,0.7363270667134499,0.9650791421228525,0.16305071814936034,21.36164380155251,0.7957453727722168,0.06894913170000781
4,0.0001,0.0001,2.2135538033076694,0.48102775581028995,0.6401201456176991,0.7577758978824226,0.14272362754053,23.086024004224754,0.8358770608901978,0.05573795152747113
5,0.0001,0.0001,2.0668026208877563,0.4798024345417412,0.6105849761135724,0.6281613500750794,0.13041791730389304,23.647548162018428,0.8648049831390381,0.05314774639175638
6,0.0001,0.0001,1.9157907962799072,0.48036996685728733,0.5881959254644356,0.5268314079362519,0.1200267893015122,24.233640335571216,0.8741253614425659,0.05033439245965818
7,0.0001,0.0001,1.8538274302774547,0.47566641289360667,0.561947443655559,0.46691244597337683,0.11329314781694996,24.705100181019844,0.8948858380317688,0.04899784918550564
8,0.0001,0.0001,1.8042906936334104,0.47143094576134975,0.5482654972952239,0.42062732698966043,0.10749573154108864,24.2516381718889,0.8905087113380432,0.050316265095835144
9,0.0001,0.0001,1.7585052738384324,0.46663605619450005,0.5253970537866864,0.3906299404951991,0.10297195795847446,24.300970038292515,0.8999190330505371,0.05124521978280466
10,0.0001,0.0001,1.8057012436341267,0.4555046278603223,0.5359071839828881,0.36794252602421507,0.10013549273111383,25.209376149130144,0.9086359143257141,0.04528277227655053
11,0.0001,0.0001,1.7933337226205943,0.4554589348179953,0.552726763243578,0.3535949362784016,0.09839983877478814,25.747177116435747,0.918191134929657,0.04279672783677992
12,0.0001,0.0001,1.7474570614950997,0.4558970271324625,0.5052647736607766,0.3292083402677458,0.09465811812147802,25.590056023937084,0.9181114435195923,0.04425403935348858
13,0.0001,0.0001,1.7428167766454268,0.4468367130172496,0.5208686511127316,0.31397182904944126,0.09238864663912326,25.151279811579226,0.9168704748153687,0.04825855087002982
14,0.0001,0.0001,1.749723989136365,0.4456103681301584,0.49769236056172117,0.30479123671444097,0.0898340712396466,25.32727890482256,0.913013219833374,0.046187252717335585
15,0.0001,0.0001,1.730223037758652,0.4475161536615722,0.49312063139312123,0.2967869721505107,0.08835651816762223,25.838732218256887,0.9249475002288818,0.04246430267053454
16,0.0001,0.0001,1.724938577535201,0.43991592587256917,0.49236566618997224,0.2844123013165532,0.08652232891442824,24.233556422173695,0.9123634099960327,0.05524716568786813
17,0.0001,0.0001,1.6876764297485352,0.44070421554604355,0.4680859470854,0.2775956799789351,0.0849528222972033,22.895838438741258,0.887067437171936,0.059800285825748804
18,0.0001,0.0001,1.7140986043579725,0.42606931438251416,0.48130129794685206,0.2677556324978264,0.08383927752777022,25.857280004973603,0.9212856292724609,0.04372884934444143
19,0.0001,0.0001,1.7387265015621574,0.42860550965581623,0.4800451507373732,0.26395114708919915,0.08311911117361516,25.00262913798821,0.91336989402771,0.04930034530875475
20,0.0001,0.0001,1.70017870348327,0.4399129681441249,0.46874990755197954,0.2584127443177359,0.08202960326963542,25.22559474595692,0.9217008352279663,0.04909901183260524
21,0.0001,0.0001,1.7009065272856732,0.4221207396108277,0.4583216078427373,0.25366898002673166,0.0801886253210963,23.92514537769081,0.9079248309135437,0.05524844489991665
22,0.0001,0.0001,1.7230463368552071,0.4213981330394745,0.461000244836418,0.2501269727945328,0.08022484958780055,24.857005317427227,0.8906460404396057,0.050353858397220785
23,0.0001,0.0001,1.7302799322167222,0.418392788390724,0.4472977665005898,0.24139890530887914,0.07878521236838126,25.992819604198516,0.931270182132721,0.04259087801303552
24,0.0001,0.0001,1.7060625893729073,0.42499821830768975,0.4582878716137944,0.23781913640547772,0.07870624290437114,26.244307305351388,0.9328171014785767,0.04060355895806266
25,0.0001,0.0001,1.647265650788132,0.42735304029620425,0.4419850555001473,0.2277581487991372,0.07567688244946148,25.9225809345017,0.9270527958869934,0.046128390417636736
26,0.0001,0.0001,1.6736386965732186,0.41713519120702935,0.4548257826542368,0.22796500124493424,0.07571584450042977,26.450417419641717,0.9363473057746887,0.04008187711967722
27,0.0001,0.0001,1.6863852666348826,0.4101548620632717,0.4353108381738468,0.2271282183272498,0.07681478658805088,26.468568066364675,0.9401965737342834,0.04181538254994413
28,0.0001,0.0001,1.6798539526608525,0.4115314878979508,0.4379126903962116,0.22211164722637255,0.07434929283906003,25.732514309664175,0.9305112957954407,0.044930763319944556
29,0.0001,0.0001,1.7180056012406641,0.4099782583664875,0.44813145362600987,0.21968274487524617,0.0738644533011378,25.865331403873157,0.9292325377464294,0.04623857751974593
30,0.0001,0.0001,1.6252817596708025,0.4315090495712903,0.45518147154730193,0.21532579769893567,0.07392481098673781,25.51023134296454,0.9315051436424255,0.04581774819804275
31,5e-05,5e-05,1.6506058731857611,0.39282998077723447,0.40572110122563887,0.20931279932966038,0.07158485039764521,26.027019210205733,0.9335540533065796,0.0436164190709267
32,5e-05,5e-05,1.7138118135685823,0.36077953327675255,0.39599144397949687,0.21107659929869127,0.07117497092302964,25.805961154720986,0.9344251751899719,0.0467447973990246
33,5e-05,5e-05,1.740702091431131,0.360772572609843,0.40875744333072583,0.21373903477678494,0.07225638529171749,25.420863891210196,0.9273529648780823,0.04664408245488354
34,5e-05,5e-05,1.7580141169684274,0.34217659581680687,0.38228469722124997,0.21147113430256748,0.06984195227221567,26.17049794230474,0.9339654445648193,0.04355573358581118
35,5e-05,5e-05,1.778870373356099,0.3573862971091757,0.406768587170815,0.2160514614411763,0.0713574468177192,26.396292639562184,0.9355499148368835,0.041373523539337126
36,5e-05,5e-05,1.7488985718513022,0.3523576767468939,0.38891778186875947,0.21192751794445272,0.07081729911115704,25.933157612791234,0.9315491318702698,0.04617314147965416
37,5e-05,5e-05,1.8062173857980846,0.33420386150175213,0.40260215438142116,0.20957862023188142,0.07106477151415785,26.206619768273764,0.9367337226867676,0.04290210202579265
38,5e-05,5e-05,1.7701465329345392,0.349618022843283,0.3984148240819269,0.20669439739110518,0.06966413527118917,26.332678151607283,0.9390777945518494,0.041457458480220775
39,5e-05,5e-05,1.7626920914163395,0.3424824850291622,0.38898847541030573,0.2118353326709903,0.07089594622351686,26.557714187083512,0.9399975538253784,0.04113482343761817
40,5e-05,5e-05,1.735065988131932,0.35400945313122806,0.37653791600344133,0.21023896883945076,0.06961354742548903,26.13522501804279,0.9364271759986877,0.04427954906840687
41,5e-05,5e-05,1.7028197852932676,0.3507009902778937,0.37041064610286634,0.204441705832676,0.06972259533952693,26.003356637723346,0.9375321865081787,0.04483550916547361
42,5e-05,5e-05,1.7535221357734836,0.3527448949765186,0.39704230731847334,0.20908903254538166,0.07015300253216102,26.002868056146188,0.9368980526924133,0.04450766855607862
43,5e-05,5e-05,1.7928196678356247,0.33811280435445357,0.3836234382220677,0.21171256717370482,0.06974161294650058,26.527740053649985,0.9373553991317749,0.04155034201381647
44,5e-05,5e-05,1.7798598931760203,0.34892942923672343,0.3820464690120853,0.20846137161157569,0.06933302705993458,26.376757995875703,0.9370681643486023,0.04238395807940675
45,5e-05,5e-05,1.768846049600718,0.330303926553045,0.36218099204861387,0.20415473592524624,0.0686379033235871,25.615277884449636,0.9325199723243713,0.04529155483064444
46,5e-05,5e-05,1.7609738135824398,0.33931247616300775,0.3507896302914133,0.20281147135763752,0.06820280097272931,26.298305644243506,0.9379077553749084,0.04233318777835887
47,5e-05,5e-05,1.8140293870653426,0.32737182202387827,0.36407744397922437,0.20742206579568434,0.0688990023823417,26.151669664417387,0.9365869760513306,0.04385790449526647
48,5e-05,5e-05,1.7591592681651214,0.336563410807629,0.3729217079829197,0.2020397487343574,0.06786281417827217,25.68143333328958,0.934721827507019,0.0452168727212626
49,5e-05,5e-05,1.7882542147928355,0.3367403815595471,0.37349679184203244,0.20352140312292138,0.06887699960141766,26.17951691543879,0.9362502694129944,0.0433929356665391
50,5e-05,5e-05,1.7310094882030875,0.32992064131765947,0.3612304904631206,0.19787847934936992,0.06802223014588259,26.708996739116124,0.941810667514801,0.04116780692509011
51,5e-05,5e-05,1.7997587481323554,0.3210537588717986,0.36109583840078235,0.19910381734371185,0.06798168895195941,26.17520349454073,0.9393205046653748,0.0438158615168346
52,5e-05,5e-05,1.8028985675500364,0.32637228588668665,0.3926009438475784,0.20139666449050514,0.06815970848713603,26.24224960916868,0.9391334652900696,0.04322698026004693
53,5e-05,5e-05,1.7770905859616337,0.32278856178935694,0.3487878025186305,0.19592907538219373,0.06617966476751834,26.616434832205073,0.9414868354797363,0.04064532778347316
54,5e-05,5e-05,1.764450426004371,0.3285456433588145,0.3577971969332014,0.19420494047962888,0.06662415606634957,26.418270564750678,0.940346896648407,0.04191692999523619
55,5e-05,5e-05,1.7912266959949417,0.3126760861095117,0.34474465555074263,0.19895800370342878,0.06674221629390911,26.073064798518363,0.9363820552825928,0.0433193088873573
56,5e-05,5e-05,1.7617812278319378,0.3367668359863515,0.362536614646717,0.1962046261344637,0.06690099995051112,26.34165818306365,0.9378013014793396,0.04345287425119592
57,5e-05,5e-05,1.8376528073330314,0.32222228208366704,0.36043189557231203,0.19223000960690634,0.06595422107042098,26.643384197359048,0.939767062664032,0.04087165332115863
58,5e-05,5e-05,1.7790318678836434,0.31972295471600126,0.3482260710122634,0.19453108341109995,0.06681681812113645,25.942196384673046,0.9335240721702576,0.04331320459428041
59,5e-05,5e-05,1.735671330471428,0.3288457369317814,0.34644169618888776,0.19200113172433814,0.06586061554903887,26.226034873895,0.9398975968360901,0.04271056385629851
60,5e-05,5e-05,1.7779085903751606,0.3319383519036429,0.3422356746634658,0.18887793166296823,0.06432559402013312,26.852699566009573,0.9444267153739929,0.03949948159329917
61,2.5e-05,2.5e-05,1.6527582869237782,0.3339336322886603,0.3475068241966014,0.18329776093667868,0.06484316981264523,26.7007089134316,0.9444558620452881,0.041152652707355825
62,2.5e-05,2.5e-05,1.7232756152444957,0.31105771326288884,0.3443788168381672,0.18981330856984976,0.06497756300532088,26.74248935467105,0.9444590210914612,0.0402954570017755
63,2.5e-05,2.5e-05,1.822795914143932,0.2834426036902836,0.33250464103659805,0.19223299044735578,0.06553678039689453,26.582266427967575,0.9413647055625916,0.04178462309114959
64,2.5e-05,2.5e-05,1.7853322223741181,0.28993377211142557,0.3396237744968765,0.1929779533220797,0.06611247885288024,26.662508399380677,0.9435662627220154,0.041030717072198575
65,2.5e-05,2.5e-05,1.8459039610259387,0.2846201545729929,0.35065819231831297,0.19687127793321804,0.06681450456380844,26.614189236642602,0.9429501891136169,0.040733981472642525
66,2.5e-05,2.5e-05,1.8228625399725777,0.28067092627895124,0.33503940032452956,0.19729865783331346,0.06615133667174651,26.273299771169373,0.9421966671943665,0.04457504312386331
